ID,Project Title,Donor(s),Category,Status,Start Date,End Date,Country Implementation (New),Ocean Region,Beneficiaries ,Implementing Agency,Total Project Cost,Primary Funding,Co-funding,Ecosystem,Web Link,Further Information
26,The development of ecotourism in Rivière Banane as an alternative to fishing,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2007,2009,Mauritius,Eastern Africa,Fishing communities of Rivière Banane and Shoals Rodrigues ,Ocean Tribe,USD 72792,USD 49226,USD 23566,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=12038&Itemid=272,Data not available
240,The Development of Education-Based Tourism and Strengthening Local Economic Potential in Border Community,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2013,2013,Indonesia,East Asian Sea,Kelompok Budidaya Karang,Kelompok Budidaya Karang,USD 78490,USD 40000,USD 38490,Coral Reef; Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=20840&Itemid=272,Data not available
229,The development of marine tourism and Alor woven fabric for conservation of coral reefs in Batang and Lapang Island - Alor District,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2013,2014,Indonesia,East Asian Sea,Kelompok Pengawas Masyarakat Lapang Batang,Kelompok Pengawas Masyarakat Lapang Batang,USD 25464,USD 15000,USD 10464,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=19516&Itemid=272,Data not available
352,The Dugong and Seagrasses Conservation Project,Global Environment Facility (GEF) Trust Fund,Conservation and Sustainability,Active,2014,Data not available,Indonesia; Sri Lanka; Madagascar; Malaysia; Mozambique; Solomon Islands; Timor Leste; Vanuatu,East Asian Sea; Pacific; South Asian Seas; Eastern Africa,United Nations Environment Programme,Data not available,USD 105353061,USD 6054018,USD 99299043,Seagrass,https://www.thegef.org/project/enhancing-conservation-effectiveness-seagrass-ecosystems-supporting-globally-significant,Data not available
264,The Impacts of Climate Change on the Marine Sector,United Nations Development Programme (UNDP),Climate Change Resilience,Closed,2013,2013,Belize,Wider Caribbean,Data not available,Data not available,Data not available,Data not available,Data not available,Coral Reef,Data not available,Data not available
230,The life survival school for ecosystem conservation in Wailago Village - Besar Island East Nusa Tenggara,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2010,2011,Indonesia,East Asian Sea,Sokola,Sokola,USD 33887,USD 15000,USD 18887,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=15813&Itemid=272,Data not available
149,The Lionfish Project: Increasing the Capacity of Ecomar and the National Coral Reef Monitoring Network to Prepare and Implement an Effective National Lionfish Response Plan Utilizing the Assistance of: Government Organizations / Civil Society / Private Sector / Artisanal Fishermen / Tour Guides,Global Environment Facility (GEF) Small Grants Programme,Monitoring and Research,Closed,2009,2016,Belize,Wider Caribbean,Environmental Conservation Organization,Environmental Conservation Organization,USD 209579,USD 49864,USD 159715,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=14411&Itemid=272,Data not available
270,The Marine Environment of the Pitcairn Islands,"Pew Environment Group; Darwin Initiative Overseas Territories
Challenge Fund",Monitoring and Research,Closed,2012,2012,United Kingdom,Pacific,Residents of the Pitcairn Islands,Pew Environment Group,USD 40135,Data not available,Data not available,Coral Reef,http://www.pewtrusts.org/en/research-and-analysis/reports/2012/08/31/the-marine-environment-of-the-pitcairn-islands,Data not available
419,The Meloy Fund: A Fund for Sustainable Small-scale Fisheries in South East Asia,Global Environment Facility (GEF) Trust Fund,Fisheries Management and Governance,Not yet active / Not yet approved,2016,Data not available,Indonesia; Philippines,East Asian Sea,Conservation International; Rare,Conservation International; Rare,USD 41399864,USD 6200000,USD 35199864,Coral Reef,https://www.thegef.org/project/meloy-fund-fund-sustainable-small-scale-fisheries-se-asia-non-grant,Data not available
343,The MesoamericanReef Leadership Program: Building a New Generation of Conservation Leaders,Oak Foundation,Marine Protected Areas Management,Active,2014,2018,Mexico,Wider Caribbean,Mesoamerican Reef (MAR) Ecoregion,Fondo Mexicano para la Conservation de la Naturaleza A.C.,USD 949000,USD 520000,USD 429000,Coral Reef,http://www.icrs2012.com/proceedings/manuscripts/ICRS2012_22A_1.pdf,Data not available
241,The Preparation of Action Plan for Conservation In Participatory,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2013,2013,Indonesia,East Asian Sea,Kelompok Budidaya Karang,Kelompok Budidaya Karang,USD 7561,USD 4000,USD 3561,Coral Reef; Mangrove; Seagrass,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=19525&Itemid=272,Data not available
223,The Preservation of Marine Ecosystems in the Oracabessa Bay Fish Sanctuary,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2011,2014,Jamaica,Wider Caribbean,Oracabessa Foundation,Oracabessa Foundation,USD 269038,USD 46260,USD 222778,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=17215&Itemid=272,Data not available
222,The preservation of marine ecosystems In the Oracabessa Bay fish sanctuary I,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2011,2011,Jamaica,Wider Caribbean,Oracabessa Foundation,Oracabessa Foundation,USD 12149,USD 3740,USD 8409,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=16790&Itemid=272,Data not available
91,The Protection of the Marine Environment from Point Defous to Point Carib,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2004,2004,Dominica,Wider Caribbean,Southern District Councils Association,Southern District Councils Association,USD 1500,USD 1500,USD 0,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=7246&Itemid=272,Data not available
226,The reduction of impacts caused by the invasive lionfish on reef fish biodiversity in the Monetgo Bay Marine Park and its Evirons,Global Environment Facility (GEF) Small Grants Programme,Marine Protected Areas Management,Closed,2011,2014,Jamaica,Wider Caribbean,Montego Bay Marine Park Trust,Montego Bay Marine Park Trust,USD 102875,USD 50000,USD 52875,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=17214&Itemid=272,Data not available
69,The Sapodilla Cayes Marine Reserve: Creating awareness of the importance of a Marine Protected Area in coastal communities of the Toledo District,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness; Marine Protected Areas Management,Closed,2002,2003,Belize,Wider Caribbean,Toledo Institute for Sustainable Tourism and Empowerment,Toledo Institute for Sustainable Tourism and Empowerment,USD 49818,USD 46972,USD 2846,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=5586&Itemid=272,Data not available
143,The utilisation of marine ornamental fish and the development of livelihood through community income alternative within habitat conservation and rehabilitation framework,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2009,2011,Indonesia,East Asian Sea,Lembaga Pengelola Sumberdaya Terumbu Karang (LPSTK) Desa BENAN,Lembaga Pengelola Sumberdaya Terumbu Karang (LPSTK) Desa BENAN,USD 50553,USD 19000,USD 31553,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=14699&Itemid=272,Data not available
482,Thermal History Resilience Tools for Global Coral Reef Managers,National Fish and Wildlife Foundation (Coral Reef Conservation Fund),Conservation and Sustainability; Monitoring and Research,Closed,2013,Data not available,United States of America,Pacific,Marine Applied Research Center LLC,Marine Applied Research Center LLC,USD 167665,USD 113765,USD 53900,Coral Reef,http://www.nfwf.org/whatwedo/grants/search/pages/grant-profile.aspx?EGID=40718,Oceans Applied Research will focus on assessing the resilience potential of coral reefs in the region of the Commonwealth of the Northern Mariana Islands (CNMI) in the west Pacific.
271,Thirteenth International Coral Reef Symposium,Gordon and Betty Moore Foundation,Policy and Legislation,Closed,2016,2016,United States of America,Pacific,Data not available,Australian Government; Australian Institute of Marine Science; Center for Ocean Solutions; The David and Lucile Packard Foundation; Frontiers in Marine Science; Gordon and Betty Moore Foundation; Harold K. L. Foundation; iDive; National Coral Reef Institute; The Pew Charitable Trusts; The Rufford Foundation; University of Hawaii at Manoa,USD 18000,USD 18000,USD 0,Coral Reef,Data not available,In support of the 13th International Coral Reef Symposium to be held 19-24 June 2016 in Honolulu - HI.
288,To design a cost-effective control and vigilance system for the Northern Reef Project in Palau,David and Lucile Packard Foundation,Monitoring and Research,Closed,2014,2014,Palau,Pacific,WildAid; The Nature Conservancy,WildAid,USD 70000,USD 70000,Data not available,Coral Reef,"https://www.packard.org/grants-and-investments/grants-database/wildaid-inc-2/",Data not available
76,Tobago Coastal Ecosystem Mapping Project (TCEMP),Global Environment Facility (GEF) Small Grants Programme,Monitoring and Research,Closed,2006,2007,Trinidad and Tobago,Wider Caribbean,Buccoo Reef Trust,Buccoo Reef Trust,USD 269800,USD 48800,USD 221000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=10291&Itemid=272,Data not available
435,Tools to aid coral reef managers in French Polynesia and other reef regions to build resilience to climate change into management and conservation planning (REEFMANAGERTOOLS),European Commission Framework Programme 7,Climate Change Resilience; Conservation and Sustainability,Closed,2014,2016,France,Pacific,Centre National de la Recherche Scientifique (CNRS),Centre National de la Recherche Scientifique (CNRS),USD 269199,USD 269199,USD 0,Coral Reef,https://cordis.europa.eu/project/rcn/186403_en.html,Data not available
232,Towards the Establishment of a Multiple-Use National Park as an integrated planning and management framework from ridge to reef as a means of Addressing oil erosion Reducing sewage pollution Coral reef rehabilitation and the Development and promotion of livelihoods in the community of Canaries Saint Lucia,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2015,2015,Saint Lucia,Wider Caribbean,Canaries Community Improvement Foundation,Canaries Community Improvement Foundation,USD 15422,USD 4741,USD 10681,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=23151&Itemid=272,Data not available
391,Towards the Establishment of a Multiple-Use National Park as an integrated planning and management framework from ridge to reef as a means of Addressing oil erosion Reducing sewage pollution Coral reef rehabilitation and the Development and promotion of livelihoods in the community of Canaries Saint Lucia,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Active,2015,2017,Saint Lucia,Wider Caribbean,Canaries Community Improvement Foundation,Canaries Community Improvement Foundation,USD 159386,USD 44998,USD 114388,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=23611&Itemid=272,Data not available
333,Towards the sustainable monitoring and management of coral reefs in St. Kitts and Nevis,Global Environment Facility (GEF) Small Grants Programme,Monitoring and Research,Active,2010,Data not available,Barbados,Wider Caribbean,St. Christopher National Trust,St. Christopher National Trust,USD 103818,USD 48470,USD 55348,Coral Reef,https://www.sgp.undp.org/~sgpundp/index.php?option=com_sgpprojects&view=projectdetail&id=16002&Itemid=272,Data not available
68,Training and Equipping Fishermen Who Use the Sapodilla Cayes Marine Reserve,Global Environment Facility (GEF) Small Grants Programme,Fisheries Management and Governance,Closed,2002,2004,Belize,Wider Caribbean,Rio Grande Fishermen Cooperation Society Ltd,Rio Grande Fishermen Cooperation Society Ltd,USD 58500,USD 50000,USD 8500,Coral Reef; Seagrass,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=5684&Itemid=272,Data not available
